CCOMP96,CCOMP04,REG96A04,MODIF96A04
108314018,108314018,0,SIN MODIFICACION
108314019,108314019,0,SIN MODIFICACION
108314020,108314020,0,SIN MODIFICACION
108314021,108314021,0,SIN MODIFICACION
108314022,108314022,0,SIN MODIFICACION
108314023,108314023,0,SIN MODIFICACION
109001001,109001001,0,SIN MODIFICACION
109001002,109001002,0,SIN MODIFICACION
109001004,109001004,0,SIN MODIFICACION
109002001,109002001,0,SIN MODIFICACION
109002002,109002002,0,SIN MODIFICACION
109002003,109002003,0,SIN MODIFICACION
109002004,109002004,0,SIN MODIFICACION
109002005,109002005,0,SIN MODIFICACION
109003001,109003001,0,SIN MODIFICACION
109003002,109003002,0,SIN MODIFICACION
109003003,109003003,0,SIN MODIFICACION
109003004,109003004,0,SIN MODIFICACION
109003005,109003005,0,SIN MODIFICACION
109003006,109003006,0,SIN MODIFICACION
109003007,109003007,0,SIN MODIFICACION
109003008,109003008,0,SIN MODIFICACION
109003009,109003009,0,SIN MODIFICACION
109003010,109003010,0,SIN MODIFICACION
109003011,109003011,0,SIN MODIFICACION
109003012,109003012,0,SIN MODIFICACION
109003013,109003013,0,SIN MODIFICACION
109003014,109003014,0,SIN MODIFICACION
109003015,109003015,0,SIN MODIFICACION
109004002,109004002,0,SIN MODIFICACION
109004003,109004003,0,SIN MODIFICACION
109004004,109004004,0,SIN MODIFICACION
109004006,109004006,0,SIN MODIFICACION
109004007,109004007,0,SIN MODIFICACION
109004005,109004400,1,PARTICION
109004005,109004801,1,PARTICION
109005001,109005001,0,SIN MODIFICACION
109005002,109005002,0,SIN MODIFICACION
109005004,109005004,0,SIN MODIFICACION
109005005,109005005,0,SIN MODIFICACION
109006001,109006001,0,SIN MODIFICACION
109006002,109006002,0,SIN MODIFICACION
109006003,109006003,0,SIN MODIFICACION
109007004,109007004,0,SIN MODIFICACION
109007005,109007800,2,FUSION
109007002,109007800,2,FUSION
109007003,109007803,1,PARTICION
109007003,109007804,1,PARTICION
109008001,109008001,0,SIN MODIFICACION
109008002,109008002,0,SIN MODIFICACION
109008003,109008003,0,SIN MODIFICACION
109008004,109008004,0,SIN MODIFICACION
109008005,109008005,0,SIN MODIFICACION
109008006,109008006,0,SIN MODIFICACION
109008007,109008007,0,SIN MODIFICACION
109008008,109008800,2,FUSION
109008009,109008800,2,FUSION
109008010,109008800,2,FUSION
109009001,109009001,0,SIN MODIFICACION
109009002,109009002,0,SIN MODIFICACION
109009003,109009003,0,SIN MODIFICACION
109009004,109009004,0,SIN MODIFICACION
109009005,109009005,0,SIN MODIFICACION
109009006,109009006,0,SIN MODIFICACION
109010001,109010001,0,SIN MODIFICACION
109010002,109010002,0,SIN MODIFICACION
109010003,109010003,0,SIN MODIFICACION
109010004,109010004,0,SIN MODIFICACION
109010005,109010005,0,SIN MODIFICACION
109010006,109010006,0,SIN MODIFICACION
109010007,109010007,0,SIN MODIFICACION
109010008,109010008,0,SIN MODIFICACION
109011002,109011002,0,SIN MODIFICACION
109011003,109011003,0,SIN MODIFICACION
109011004,109011004,0,SIN MODIFICACION
109011005,109011005,0,SIN MODIFICACION
109011006,109011006,0,SIN MODIFICACION
109012001,109012001,0,SIN MODIFICACION
109012003,109012004,0,SIN MODIFICACION
109012002,109012400,1,PARTICION
109012401,109012401,0,SIN MODIFICACION
109012002,109012800,1,PARTICION
109013001,109013001,0,SIN MODIFICACION
109013002,109013002,0,SIN MODIFICACION
109013003,109013003,0,SIN MODIFICACION
109013004,109013004,0,SIN MODIFICACION
109013005,109013005,0,SIN MODIFICACION
109013006,109013006,0,SIN MODIFICACION
109014001,109014001,0,SIN MODIFICACION
109014002,109014002,0,SIN MODIFICACION
109014003,109014003,0,SIN MODIFICACION
109014004,109014004,0,SIN MODIFICACION
109014005,109014005,0,SIN MODIFICACION
109015001,109015001,0,SIN MODIFICACION
109015002,109015002,0,SIN MODIFICACION
109015003,109015003,0,SIN MODIFICACION
109015004,109015004,0,SIN MODIFICACION
109016001,109016001,0,SIN MODIFICACION
109016002,109016002,0,SIN MODIFICACION
109016003,109016003,0,SIN MODIFICACION
109016004,109016004,0,SIN MODIFICACION
109016005,109016005,0,SIN MODIFICACION
109016006,109016006,0,SIN MODIFICACION
109018002,109018002,0,SIN MODIFICACION
109018003,109018003,0,SIN MODIFICACION
109018004,109018004,0,SIN MODIFICACION
109018007,109018008,1,PARTICION
109018007,109018009,1,PARTICION
109018007,109018010,1,PARTICION
109018007,109018011,1,PARTICION
109018007,109018012,1,PARTICION
109018007,109018013,1,PARTICION
109018001,109018014,1,PARTICION
109018001,109018016,1,PARTICION
109018005,109018500,1,PARTICION
109018001,109018800,1,PARTICION
109018001,109018801,1,PARTICION
109018005,109018802,1,PARTICION
109019001,109019001,0,SIN MODIFICACION
109019002,109019002,0,SIN MODIFICACION
109019004,109019005,1,PARTICION
109019004,109019008,1,PARTICION
109019004,109019009,1,PARTICION
109019004,109019010,1,PARTICION
109019004,109019011,1,PARTICION
109019004,109019012,1,PARTICION
109019004,109019013,1,PARTICION
109019004,109019015,1,PARTICION
109019004,109019800,1,PARTICION
109019004,109019802,1,PARTICION
109019004,109019803,1,PARTICION
109020002,109020002,0,SIN MODIFICACION
109020003,109020003,0,SIN MODIFICACION
109020004,109020004,0,SIN MODIFICACION
109020005,109020005,0,SIN MODIFICACION
109020001,109020800,0,SIN MODIFICACION
109021001,109021001,0,SIN MODIFICACION
109021002,109021002,0,SIN MODIFICACION
109021003,109021003,0,SIN MODIFICACION
109021004,109021004,0,SIN MODIFICACION
109021005,109021005,0,SIN MODIFICACION
109021006,109021006,0,SIN MODIFICACION
109021007,109021007,0,SIN MODIFICACION
109021008,109021008,0,SIN MODIFICACION
109021401,109021402,1,PARTICION
109021401,109021403,1,PARTICION
109022001,109022001,0,SIN MODIFICACION
109022002,109022002,0,SIN MODIFICACION
109022003,109022003,0,SIN MODIFICACION
109022004,109022004,2,FUSION
109022006,109022006,0,SIN MODIFICACION
109022007,109022007,0,SIN MODIFICACION
109022008,109022008,0,SIN MODIFICACION
109022009,109022009,0,SIN MODIFICACION
109022005,109022010,1,PARTICION
109022005,109022011,1,PARTICION
109022401,109022004,2,FUSION
109022402,109022408,2,FUSION
109022403,109022404,2,FUSION
109022404,109022404,2,FUSION
109022405,109022405,0,SIN MODIFICACION
109022408,109022408,2,FUSION
109023001,109023001,0,SIN MODIFICACION
109023002,109023002,0,SIN MODIFICACION
109023003,109023003,0,SIN MODIFICACION
109023004,109023004,0,SIN MODIFICACION
109023401,109023401,0,SIN MODIFICACION
109024001,109024001,0,SIN MODIFICACION
109024002,109024002,0,SIN MODIFICACION
109024003,109024003,0,SIN MODIFICACION
109024004,109024004,1,PARTICION
109024005,109024005,0,SIN MODIFICACION
109025001,109025001,0,SIN MODIFICACION
109025002,109025002,0,SIN MODIFICACION
109025003,109025003,0,SIN MODIFICACION
109025005,109025005,0,SIN MODIFICACION
109025006,109025006,0,SIN MODIFICACION
109025007,109025007,0,SIN MODIFICACION
109025008,109025008,0,SIN MODIFICACION
109025009,109025009,0,SIN MODIFICACION
109025010,109025010,0,SIN MODIFICACION
109025011,109025011,0,SIN MODIFICACION
109025012,109025012,0,SIN MODIFICACION
109024004,109025400,1,PARTICION
109025401,109025401,0,SIN MODIFICACION
109025402,109025402,0,SIN MODIFICACION
109025004,109025800,1,PARTICION
109026002,109026002,0,SIN MODIFICACION
109026003,109026003,0,SIN MODIFICACION
109026005,109026011,1,PARTICION
109026005,109026012,1,PARTICION
109026005,109026013,1,PARTICION
109026005,109026014,1,PARTICION
109026005,109026015,1,PARTICION
109026008,109026016,1,PARTICION
109026008,109026017,1,PARTICION
109026007,109026021,1,PARTICION
109026007,109026022,1,PARTICION
109026007,109026023,1,PARTICION
109026007,109026024,1,PARTICION
109026007,109026025,1,PARTICION
109026005,109026026,1,PARTICION
109026010,109026027,0,SIN MODIFICACION
109026005,109026028,1,PARTICION
109026005,109026029,1,PARTICION
109026008,109026030,1,PARTICION
109026009,109026031,0,SIN MODIFICACION
109026006,109026800,0,SIN MODIFICACION
109027001,109027001,0,SIN MODIFICACION
109027003,109027003,0,SIN MODIFICACION
109027004,109027004,0,SIN MODIFICACION
109027005,109027005,0,SIN MODIFICACION
109027500,109027500,0,SIN MODIFICACION
109027006,109027800,1,PARTICION
109027006,109027801,1,PARTICION
109027002,109027802,1,PARTICION
109027002,109027803,1,PARTICION
109028001,109028001,0,SIN MODIFICACION
109028002,109028002,0,SIN MODIFICACION
109028003,109028003,0,SIN MODIFICACION
109028004,109028004,0,SIN MODIFICACION
109028005,109028005,0,SIN MODIFICACION
109028006,109028006,0,SIN MODIFICACION
109029001,109029001,0,SIN MODIFICACION
109029002,109029002,0,SIN MODIFICACION
109029003,109029003,0,SIN MODIFICACION
109029004,109029004,0,SIN MODIFICACION
109029005,109029005,0,SIN MODIFICACION
109029006,109029006,0,SIN MODIFICACION
109029007,109029007,0,SIN MODIFICACION
109029008,109029008,0,SIN MODIFICACION
109029009,109029009,0,SIN MODIFICACION
109029010,109029010,0,SIN MODIFICACION
109029011,109029011,0,SIN MODIFICACION
109029012,109029012,0,SIN MODIFICACION
109029013,109029013,0,SIN MODIFICACION
109030001,109030001,0,SIN MODIFICACION
109030002,109030002,0,SIN MODIFICACION
109030003,109030003,0,SIN MODIFICACION
109030004,109030004,0,SIN MODIFICACION
109030005,109030005,0,SIN MODIFICACION
109030007,109030800,1,PARTICION
109030007,109030801,1,PARTICION
109030006,109030802,1,PARTICION
109030006,109030803,1,PARTICION
109031003,109031003,0,SIN MODIFICACION
109031004,109031004,0,SIN MODIFICACION
109031005,109031005,0,SIN MODIFICACION
109031006,109031006,0,SIN MODIFICACION
109031007,109031007,0,SIN MODIFICACION
109031001,109031800,1,PARTICION
109031001,109031801,1,PARTICION
109031002,109031802,1,PARTICION
109031002,109031803,1,PARTICION
109032001,109032001,0,SIN MODIFICACION
109032002,109032002,0,SIN MODIFICACION
109032003,109032003,0,SIN MODIFICACION
109032004,109032004,0,SIN MODIFICACION
109032005,109032005,0,SIN MODIFICACION
109032006,109032006,0,SIN MODIFICACION
109032007,109032007,0,SIN MODIFICACION
109032008,109032008,0,SIN MODIFICACION
109032009,109032009,0,SIN MODIFICACION
109032010,109032010,0,SIN MODIFICACION
109032011,109032011,0,SIN MODIFICACION
109032012,109032012,0,SIN MODIFICACION
109033001,109033001,0,SIN MODIFICACION
109033002,109033002,0,SIN MODIFICACION
109033003,109033003,0,SIN MODIFICACION
109033004,109033004,0,SIN MODIFICACION
109033005,109033005,0,SIN MODIFICACION
109033006,109033006,0,SIN MODIFICACION
109033007,109033007,0,SIN MODIFICACION
109033008,109033008,0,SIN MODIFICACION
109033009,109033009,0,SIN MODIFICACION
109033010,109033010,0,SIN MODIFICACION
109033011,109033011,0,SIN MODIFICACION
109033012,109033012,0,SIN MODIFICACION
109033013,109033013,0,SIN MODIFICACION
109033014,109033014,0,SIN MODIFICACION
109033015,109033015,0,SIN MODIFICACION
109033016,109033016,0,SIN MODIFICACION
109033017,109033017,0,SIN MODIFICACION
109033018,109033800,1,PARTICION
109033018,109033801,1,PARTICION
109033901,109033901,0,SIN MODIFICACION
109034002,109034002,0,SIN MODIFICACION
109034003,109034003,0,SIN MODIFICACION
109034007,109034007,0,SIN MODIFICACION
109034008,109034008,0,SIN MODIFICACION
109034009,109034009,0,SIN MODIFICACION
109034010,109034010,0,SIN MODIFICACION
109034011,109034011,0,SIN MODIFICACION
109034012,109034012,0,SIN MODIFICACION
109034013,109034013,0,SIN MODIFICACION
109034014,109034014,0,SIN MODIFICACION
109034015,109034015,0,SIN MODIFICACION
109034016,109034016,1,PARTICION
109034017,109034017,0,SIN MODIFICACION
109034201,109034803,2,FUSION
109034401,109034401,0,SIN MODIFICACION
109034004,109034800,1,PARTICION
109034004,109034801,1,PARTICION
109034004,109034802,1,PARTICION
109034101,109034803,2,FUSION
109034016,109034804,1,PARTICION
109034901,109034901,0,SIN MODIFICACION
109034902,109034902,0,SIN MODIFICACION
109035001,109035001,0,SIN MODIFICACION
109035002,109035002,0,SIN MODIFICACION
109035003,109035003,0,SIN MODIFICACION
109035004,109035004,0,SIN MODIFICACION
109035005,109035005,0,SIN MODIFICACION
109035006,109035006,0,SIN MODIFICACION
109035007,109035007,0,SIN MODIFICACION
109035008,109035008,0,SIN MODIFICACION
109035010,109035010,0,SIN MODIFICACION
109035011,109035011,0,SIN MODIFICACION
109035012,109035012,0,SIN MODIFICACION
109035015,109035015,0,SIN MODIFICACION
109035016,109035016,0,SIN MODIFICACION
109035017,109035017,0,SIN MODIFICACION
109035018,109035018,0,SIN MODIFICACION
109035019,109035019,0,SIN MODIFICACION
109035501,109035501,0,SIN MODIFICACION
109036001,109036001,0,SIN MODIFICACION
109036002,109036002,0,SIN MODIFICACION
109036003,109036003,0,SIN MODIFICACION
109036004,109036004,0,SIN MODIFICACION
109036005,109036005,0,SIN MODIFICACION
109036006,109036006,0,SIN MODIFICACION
109036007,109036007,0,SIN MODIFICACION
109036008,109036008,0,SIN MODIFICACION
109036009,109036009,0,SIN MODIFICACION
109036010,109036010,0,SIN MODIFICACION
109036011,109036011,0,SIN MODIFICACION
109036012,109036012,0,SIN MODIFICACION
109036013,109036013,0,SIN MODIFICACION
109036015,109036015,0,SIN MODIFICACION
109036016,109036016,0,SIN MODIFICACION
109036017,109036017,0,SIN MODIFICACION
109036018,109036018,0,SIN MODIFICACION
109036019,109036019,0,SIN MODIFICACION
109036020,109036020,0,SIN MODIFICACION
109037001,109037001,0,SIN MODIFICACION
109037002,109037002,0,SIN MODIFICACION
109037003,109037003,0,SIN MODIFICACION
109037004,109037004,0,SIN MODIFICACION
109037005,109037005,0,SIN MODIFICACION
109037006,109037006,0,SIN MODIFICACION
109037007,109037007,0,SIN MODIFICACION
109037008,109037008,0,SIN MODIFICACION
109037009,109037009,0,SIN MODIFICACION
109037010,109037010,0,SIN MODIFICACION
109037011,109037011,0,SIN MODIFICACION
109037012,109037012,0,SIN MODIFICACION
109037013,109037013,0,SIN MODIFICACION
109037014,109037014,0,SIN MODIFICACION
109038001,109038001,0,SIN MODIFICACION
109038002,109038002,0,SIN MODIFICACION
109038003,109038003,0,SIN MODIFICACION
109038004,109038004,0,SIN MODIFICACION
109038005,109038005,0,SIN MODIFICACION
109038007,109038007,0,SIN MODIFICACION
109039002,109039800,2,FUSION
109039003,109039003,0,SIN MODIFICACION
109039004,109039004,0,SIN MODIFICACION
109039005,109039005,0,SIN MODIFICACION
109039001,109039800,2,FUSION
109040001,109040001,0,SIN MODIFICACION
109040002,109040002,0,SIN MODIFICACION
109040003,109040003,0,SIN MODIFICACION
109040004,109040004,0,SIN MODIFICACION
109040005,109040005,0,SIN MODIFICACION
109040006,109040006,0,SIN MODIFICACION
109040007,109040007,0,SIN MODIFICACION
109041001,109041001,0,SIN MODIFICACION
109041002,109041002,0,SIN MODIFICACION
109041003,109041003,0,SIN MODIFICACION
109041004,109041004,0,SIN MODIFICACION
109041005,109041005,0,SIN MODIFICACION
109042001,109042001,0,SIN MODIFICACION
109042002,109042002,0,SIN MODIFICACION
109042003,109042003,0,SIN MODIFICACION
109042004,109042004,0,SIN MODIFICACION
109043001,109043001,0,SIN MODIFICACION
109043003,109043003,0,SIN MODIFICACION
109043004,109043004,0,SIN MODIFICACION
109043005,109043800,2,FUSION
109043002,109043800,2,FUSION
109044006,109044006,0,SIN MODIFICACION
109044007,109044007,0,SIN MODIFICACION
109044008,109044008,0,SIN MODIFICACION
109044009,109044009,0,SIN MODIFICACION
109044010,109044010,0,SIN MODIFICACION
109044011,109044011,0,SIN MODIFICACION
109044012,109044012,0,SIN MODIFICACION
109044013,109044013,0,SIN MODIFICACION
109044014,109044800,2,FUSION
109044016,109044800,2,FUSION
109044002,109044017,1,PARTICION
109044002,109044018,1,PARTICION
109044001,109044019,1,PARTICION
109044001,109044020,1,PARTICION
109044402,109044403,1,PARTICION
109044402,109044404,1,PARTICION
109044015,109044800,2,FUSION
109045002,109045002,0,SIN MODIFICACION
109045003,109045003,0,SIN MODIFICACION
109045004,109045004,0,SIN MODIFICACION
109045005,109045005,0,SIN MODIFICACION
109045006,109045006,0,SIN MODIFICACION
109045007,109045007,0,SIN MODIFICACION
109045011,109045011,0,SIN MODIFICACION
109046001,109046001,0,SIN MODIFICACION
109046002,109046002,0,SIN MODIFICACION
109046003,109046003,0,SIN MODIFICACION
109046004,109046004,0,SIN MODIFICACION
109046005,109046005,0,SIN MODIFICACION
109046007,109046007,0,SIN MODIFICACION
109046009,109046009,0,SIN MODIFICACION
109046010,109046010,0,SIN MODIFICACION
109046011,109046011,0,SIN MODIFICACION
109046012,109046012,0,SIN MODIFICACION
109046013,109046013,0,SIN MODIFICACION
109046015,109046015,0,SIN MODIFICACION
109046016,109046016,0,SIN MODIFICACION
109046017,109046017,0,SIN MODIFICACION
109046014,109046023,1,PARTICION
109046008,109046024,1,PARTICION
109046014,109046025,1,PARTICION
109046014,109046026,1,PARTICION
109046008,109046028,1,PARTICION
109046008,109046029,1,PARTICION
109046402,109046402,0,SIN MODIFICACION
109046008,109046800,1,PARTICION
109046014,109046801,1,PARTICION
109046014,109046802,1,PARTICION
109046014,109046803,1,PARTICION
109047002,109047002,0,SIN MODIFICACION
109047003,109047003,1,PARTICION
109047004,109047004,0,SIN MODIFICACION
109047006,109047006,1,PARTICION
109047005,109047016,1,PARTICION
109047005,109047017,1,PARTICION
109047005,109047018,1,PARTICION
109047005,109047019,1,PARTICION
109047005,109047020,1,PARTICION
109047005,109047022,1,PARTICION
109047005,109047024,1,PARTICION
109047005,109047025,1,PARTICION
109047005,109047026,1,PARTICION
109047005,109047027,1,PARTICION
109047005,109047028,1,PARTICION
109047005,109047029,1,PARTICION
109047005,109047030,1,PARTICION
109047005,109047031,1,PARTICION
109047005,109047032,1,PARTICION
109047005,109047033,1,PARTICION
109047005,109047034,1,PARTICION
109047005,109047035,1,PARTICION
109047005,109047036,1,PARTICION
109047005,109047037,1,PARTICION
109047005,109047038,1,PARTICION
109047005,109047039,1,PARTICION
109047005,109047040,1,PARTICION
109047005,109047041,1,PARTICION
109047005,109047042,1,PARTICION
109047005,109047043,1,PARTICION
109047005,109047044,1,PARTICION
109047005,109047048,1,PARTICION
109047015,109047050,0,SIN MODIFICACION
109047003,109047401,1,PARTICION
109047006,109047402,1,PARTICION
109047006,109047403,1,PARTICION
109047005,109047405,1,PARTICION
109047001,109047406,1,PARTICION
109047001,109047800,1,PARTICION
109047005,109047804,1,PARTICION
109047001,109047807,1,PARTICION
109047001,109047808,1,PARTICION
109047001,109047809,1,PARTICION
109047001,109047810,1,PARTICION
109047001,109047811,1,PARTICION
109047001,109047812,1,PARTICION
109047001,109047813,1,PARTICION
109047001,109047814,1,PARTICION
109047001,109047815,1,PARTICION
109047001,109047816,1,PARTICION
109047001,109047817,1,PARTICION
109047001,109047818,1,PARTICION
109047001,109047819,1,PARTICION
109047001,109047820,1,PARTICION
109047001,109047821,1,PARTICION
109047001,109047822,1,PARTICION
109047001,109047823,1,PARTICION
109047001,109047824,1,PARTICION
109047001,109047825,1,PARTICION
109047001,109047826,1,PARTICION
109047001,109047827,1,PARTICION
109047001,109047828,1,PARTICION
109047001,109047829,1,PARTICION
109047001,109047830,1,PARTICION
109047001,109047831,1,PARTICION
109047001,109047832,1,PARTICION
109047001,109047833,1,PARTICION
109047001,109047834,1,PARTICION
109047010,109047835,0,SIN MODIFICACION
109047011,109047836,1,PARTICION
109047011,109047837,1,PARTICION
109047014,109047838,1,PARTICION
109047014,109047839,1,PARTICION
109047014,109047840,1,PARTICION
109047014,109047841,1,PARTICION
109047005,109047844,1,PARTICION
109047005,109047845,1,PARTICION
109047005,109047846,1,PARTICION
109047005,109047847,1,PARTICION
109047005,109047848,1,PARTICION
109048001,109048001,0,SIN MODIFICACION
109048002,109048002,0,SIN MODIFICACION
109048003,109048003,0,SIN MODIFICACION
109048004,109048004,0,SIN MODIFICACION
109048005,109048006,1,PARTICION
109048005,109048007,1,PARTICION
109048005,109048008,1,PARTICION
